locus_tag	ftype	length_bp	gene	EC_number	COG	product
Chloroflexi_metaspades_Bin_3_3_1-contigs_00001	CDS	945	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Chloroflexi_metaspades_Bin_3_3_1-contigs_00002	CDS	1005	ansZ_1	3.5.1.1	COG0252	L-asparaginase 2
Chloroflexi_metaspades_Bin_3_3_1-contigs_00003	CDS	414				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00004	CDS	765	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
Chloroflexi_metaspades_Bin_3_3_1-contigs_00005	CDS	633	yjmC_1	1.1.1.-	COG2055	putative oxidoreductase YjmC
Chloroflexi_metaspades_Bin_3_3_1-contigs_00006	CDS	1032	metXA_1	2.3.1.31	COG2021	Homoserine O-acetyltransferase
Chloroflexi_metaspades_Bin_3_3_1-contigs_00007	CDS	252				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00008	CDS	1440				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00009	CDS	1410		3.5.2.-		D-hydantoinase
Chloroflexi_metaspades_Bin_3_3_1-contigs_00010	CDS	897	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
Chloroflexi_metaspades_Bin_3_3_1-contigs_00011	CDS	348				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00012	CDS	2229	icd	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
Chloroflexi_metaspades_Bin_3_3_1-contigs_00013	CDS	741	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Chloroflexi_metaspades_Bin_3_3_1-contigs_00014	CDS	1563		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
Chloroflexi_metaspades_Bin_3_3_1-contigs_00015	CDS	3438				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00016	CDS	1194	bbsF_1	2.8.3.15		Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
Chloroflexi_metaspades_Bin_3_3_1-contigs_00017	CDS	1206	bbsE_1	2.8.3.15		Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsE
Chloroflexi_metaspades_Bin_3_3_1-contigs_00018	CDS	1125				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00019	CDS	402				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00020	CDS	342				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00021	CDS	1587	dag_1	3.5.1.82		N-acyl-D-glutamate deacylase
Chloroflexi_metaspades_Bin_3_3_1-contigs_00022	CDS	1215	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
Chloroflexi_metaspades_Bin_3_3_1-contigs_00023	CDS	729	rhmA_1	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
Chloroflexi_metaspades_Bin_3_3_1-contigs_00024	CDS	891				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00025	CDS	207				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00026	CDS	1914				hypothetical protein
Chloroflexi_metaspades_Bin_3_3_1-contigs_00027	CDS	1269	doeA	3.5.4.44	COG0006	Ectoine hydrolase
Chloroflexi_metaspades_Bin_3_3_1-contigs_00028	CDS	1548	betA_1	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
Chloroflexi_metaspades_Bin_3_3_1-contigs_00029	CDS	951	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
